A分支-x86_64（二进制包名）,A分支-x86_64（二进制对应源码包名）,A分支-aarch64（二进制包名）,A分支-aarch64（二进制对应源码包名）,A分支-loongarch64（二进制包名）,A分支-loongarch64（二进制对应源码包名）,E分支-x86_64（二进制包名）,E分支-x86_64（二进制对应源码包名）,E分支-aarch64（二进制包名）,E分支-aarch64（二进制对应源码包名）,,,,,,,,,,,,,,,
libxshmfence,libxshmfence,lua,lua,maven-archiver,maven-archiver,redis-doc,redis,rubygem-psych,ruby,,,,,,,,,,,,,,,
libxshmfence-devel,libxshmfence,lua-guestfs,libguestfs,maven-archiver-javadoc,maven-archiver,reiserfs-utils,reiserfs-utils,rubygem-rake,ruby,,,,,,,,,,,,,,,
libxslt,libxslt,lua-libs,lua,maven-artifact,maven2,relaxngDatatype,relaxngDatatype,rubygem-rdoc,ruby,,,,,,,,,,,,,,,
libxslt-devel,libxslt,lucene,lucene++,maven-artifact-manager,maven2,rest,rest,rubygem-test-unit,ruby,,,,,,,,,,,,,,,
libyaml,libyaml,lucene++,lucene,maven-artifact-resolver,maven-artifact-resolver,resteasy,resteasy,rubygem-xmlrpc,ruby,,,,,,,,,,,,,,,
libyang,libyang,lucene-analysis,lucene,maven-artifact-resolver-javadoc,maven-artifact-resolver,rhash,rhash,rubygems,ruby,,,,,,,,,,,,,,,
libzen,libzen,lucene-analyzers-smartcn,lucene,maven-artifact-transfer,maven-artifact-transfer,rls,rust,rubygems-devel,ruby,,,,,,,,,,,,,,,
libzip,libzip,lucene-backward-codecs,lucene,maven-artifact-transfer-javadoc,maven-artifact-transfer,rng-tools,rng-tools,runc,runc,,,,,,,,,,,,,,,
libzip-devel,libzip,lucene-classification,lucene,maven-assembly-plugin,maven-assembly-plugin,rocketmq,rocketmq,rust,rust,,,,,,,,,,,,,,,
libzip-tools,libzip,lucene-codecs,lucene,maven-assembly-plugin-javadoc,maven-assembly-plugin,rootfiles,rootfiles,rust-analysis,rust,,,,,,,,,,,,,,,
libzstd,zstd,lucene-grouping,lucene,maven-cal10n-plugin,cal10n,rpcbind,rpcbind,rust-debugger-common,rust,,,,,,,,,,,,,,,
libzstd-devel,zstd,lucene-highlighter,lucene,maven-clean-plugin,maven-clean-plugin,rpm,rpm,rust-doc,rust,,,,,,,,,,,,,,,
license-config,deepin-desktop-base,lucene-javadoc,lucene,maven-clean-plugin-javadoc,maven-clean-plugin,rpm-build,rpm,rust-gdb,rust,,,,,,,,,,,,,,,
lightdm,lightdm,lucene-join,lucene,maven-common-artifact-filters,maven-common-artifact-filters,rpm-libs,rpm,rust-lldb,rust,,,,,,,,,,,,,,,
lightdm-gobject,lightdm,lucene-memory,lucene,maven-common-artifact-filters-javadoc,maven-common-artifact-filters,rpm-plugin-systemd-inhibit,rpm,rust-src,rust,,,,,,,,,,,,,,,
lightdm-qt5,lightdm,lucene-misc,lucene,maven-compiler-plugin,maven-compiler-plugin,rpmdevtools,rpmdevtools,rust-std-static,rust,,,,,,,,,,,,,,,
linux-firmware,linux-firmware,lucene-monitor,lucene,maven-compiler-plugin-javadoc,maven-compiler-plugin,rpmlint,rpmlint,rust-toolset,rust-toolset,,,,,,,,,,,,,,,
linux-sgx-driver,linux-sgx-driver,lucene-queries,lucene,maven-dependency-analyzer,maven-dependency-analyzer,rrdtool,rrdtool,rustfmt,rust,,,,,,,,,,,,,,,
linuxconsoletools,linuxconsoletools,lucene-queryparser,lucene,maven-dependency-analyzer-javadoc,maven-dependency-analyzer,rrdtool-perl,rrdtool,samba,samba,,,,,,,,,,,,,,,
lksctp-tools,lksctp-tools,lucene-sandbox,lucene,maven-dependency-plugin,maven-dependency-plugin,rsync,rsync,samba-client,samba,,,,,,,,,,,,,,,
lksctp-tools-devel,lksctp-tools,lucene-suggest,lucene,maven-dependency-plugin-javadoc,maven-dependency-plugin,rsync-bpc,rsync-bpc,samba-common,samba,,,,,,,,,,,,,,,
lksctp-tools-doc,lksctp-tools,luksmeta,luksmeta,maven-dependency-tree,maven-dependency-tree,rsyslog,rsyslog,samba-common-tools,samba,,,,,,,,,,,,,,,
lld,lld,lvm2,lvm2,maven-dependency-tree-javadoc,maven-dependency-tree,rsyslog-help,rsyslog,samba-help,samba,,,,,,,,,,,,,,,
lld-devel,lld,lvm2-dbusd,lvm2,maven-doxia,maven-doxia,rsyslog-pgsql,rsyslog,samba-libs,samba,,,,,,,,,,,,,,,
lld-libs,lld,lvm2-libs,lvm2,maven-doxia-core,maven-doxia,rsyslog-relp,rsyslog,samba-winbind,samba,,,,,,,,,,,,,,,
lldb,lldb,lvm2-lockd,lvm2,maven-doxia-javadoc,maven-doxia,rtkit,rtkit,samba-winbind-clients,samba,,,,,,,,,,,,,,,
lldb-devel,lldb,lxc,lxc,maven-doxia-logging-api,maven-doxia,ruby,ruby,samba-winbind-modules,samba,,,,,,,,,,,,,,,
lldpad,lldpad,lxc-libs,lxc,maven-doxia-module-apt,maven-doxia,ruby-default-gems,ruby,sanlock,sanlock,,,,,,,,,,,,,,,
llvm,llvm,lz4,lz4,maven-doxia-module-confluence,maven-doxia,ruby-devel,ruby,satyr,satyr,,,,,,,,,,,,,,,
llvm-devel,llvm,lz4-devel,lz4,maven-doxia-module-docbook-simple,maven-doxia,ruby-doc,ruby,sbc,sbc,,,,,,,,,,,,,,,
llvm-doc,llvm,lz4-libs,lz4,maven-doxia-module-fml,maven-doxia,ruby-help,ruby,sblim-sfcCommon,sblim-sfcCommon,,,,,,,,,,,,,,,
llvm-googletest,llvm,lzo,lzo,maven-doxia-module-latex,maven-doxia,ruby-irb,ruby,sblim-sfcb,sblim-sfcb,,,,,,,,,,,,,,,
llvm-libs,llvm,lzo-devel,lzo,maven-doxia-module-rtf,maven-doxia,ruby-libs,ruby,sblim-sfcc,sblim-sfcc,,,,,,,,,,,,,,,
llvm-static,llvm,lzo-minilzo,lzo,maven-doxia-module-twiki,maven-doxia,rubygem-abrt,rubygem-abrt,scala,scala,,,,,,,,,,,,,,,
llvm-test,llvm,lzop,lzop,maven-doxia-module-xdoc,maven-doxia,rubygem-abrt-doc,rubygem-abrt,scala-apidoc,scala,,,,,,,,,,,,,,,
llvm-toolset,llvm-toolset,m17n-db,m17n-db,maven-doxia-module-xhtml,maven-doxia,rubygem-bigdecimal,ruby,scala-swing,scala,,,,,,,,,,,,,,,
lm_sensors,lm_sensors,m17n-lib,m17n-lib,maven-doxia-modules,maven-doxia,rubygem-bson,rubygem-bson,scap-security-guide,scap-security-guide,,,,,,,,,,,,,,,
lm_sensors-devel,lm_sensors,m4,m4,maven-doxia-sink-api,maven-doxia,rubygem-bson-doc,rubygem-bson,scap-security-guide-help,scap-security-guide,,,,,,,,,,,,,,,
lm_sensors-libs,lm_sensors,mailcap,mailcap,maven-doxia-sitetools,maven-doxia-sitetools,rubygem-bundler,rubygem-bundler,scap-workbench,scap-workbench,,,,,,,,,,,,,,,
lm_sensors-sensord,lm_sensors,mailx,mailx,maven-doxia-sitetools-javadoc,maven-doxia-sitetools,rubygem-bundler-doc,rubygem-bundler,scrub,scrub,,,,,,,,,,,,,,,
lmdb-libs,lmdb,make,make,maven-doxia-test-docs,maven-doxia,rubygem-did_you_mean,ruby,scst,scst,,,,,,,,,,,,,,,
lockdev,lockdev,make-devel,make,maven-doxia-tests,maven-doxia,rubygem-io-console,ruby,scstadmin,scstadmin,,,,,,,,,,,,,,,
log4cpp,log4cpp,mallard-rng,mallard-rng,maven-enforcer,maven-enforcer,rubygem-irb,ruby,secGear,secGear,,,,,,,,,,,,,,,
log4j-over-slf4j,slf4j,man-db,man-db,maven-enforcer-api,maven-enforcer,rubygem-json,ruby,secpaver,secpaver,,,,,,,,,,,,,,,
log4j12,log4j12,man-db-cron,man-db,maven-enforcer-javadoc,maven-enforcer,rubygem-minitest,ruby,secpaver-selinux,secpaver,,,,,,,,,,,,,,,
log4j12-javadoc,log4j12,man-pages,man-pages,maven-enforcer-plugin,maven-enforcer,rubygem-mongo,rubygem-mongo,security-tool,security-tool,,,,,,,,,,,,,,,
logrotate,logrotate,mariadb-connector-c,mariadb-connector-c,maven-enforcer-rules,maven-enforcer,rubygem-mongo-doc,rubygem-mongo,sed,sed,,,,,,,,,,,,,,,
lohit-telugu-fonts,lohit-telugu-fonts,mariadb-connector-c-config,mariadb-connector-c,maven-failsafe-plugin,maven-surefire,rubygem-mysql2,rubygem-mysql2,selinux-policy,selinux-policy,,,,,,,,,,,,,,,
lorax,lorax,mariadb-connector-c-devel,mariadb-connector-c,maven-file-management,maven-file-management,rubygem-mysql2-doc,rubygem-mysql2,selinux-policy-devel,selinux-policy,,,,,,,,,,,,,,,
lorax-composer,lorax,matchbox-window-manager,matchbox-window-manager,maven-file-management-javadoc,maven-file-management,rubygem-net-telnet,ruby,selinux-policy-minimum,selinux-policy,,,,,,,,,,,,,,,
lorax-lmc-novirt,lorax,maven,maven,maven-filtering,maven-filtering,rubygem-openssl,ruby,selinux-policy-mls,selinux-policy,,,,,,,,,,,,,,,
lorax-lmc-virt,lorax,maven-antrun-plugin,maven-antrun-plugin,maven-filtering-javadoc,maven-filtering,rubygem-pg,rubygem-pg,selinux-policy-targeted,selinux-policy,,,,,,,,,,,,,,,
lorax-templates-generic,lorax,maven-antrun-plugin-javadoc,maven-antrun-plugin,maven-hawtjni-plugin,hawtjni,rubygem-pg-doc,rubygem-pg,sendmail,sendmail,,,,,,,,,,,,,,,
lorax-templates-rhel,lorax-templates-rhel,maven-archiver,maven-archiver,maven-install-plugin,maven-install-plugin,rubygem-power_assert,ruby,setroubleshoot-plugins,setroubleshoot-plugins,,,,,,,,,,,,,,,
lrzsz,lrzsz,maven-archiver-javadoc,maven-archiver,maven-install-plugin-javadoc,maven-install-plugin,rubygem-psych,ruby,setroubleshoot-server,setroubleshoot,,,,,,,,,,,,,,,
lshw,lshw,maven-artifact,maven2,maven-invoker,maven-invoker,rubygem-rake,ruby,setserial,setserial,,,,,,,,,,,,,,,
lshw-gui,lshw,maven-artifact-manager,maven2,maven-invoker-javadoc,maven-invoker,rubygem-rdoc,ruby,setup,setup,,,,,,,,,,,,,,,
lsof,lsof,maven-artifact-resolver,maven-artifact-resolver,maven-invoker-plugin,maven-invoker-plugin,rubygem-test-unit,ruby,sg3_utils,sg3_utils,,,,,,,,,,,,,,,
lsscsi,lsscsi,maven-artifact-resolver-javadoc,maven-artifact-resolver,maven-invoker-plugin-javadoc,maven-invoker-plugin,rubygem-xmlrpc,ruby,sgml-common,sgml-common,,,,,,,,,,,,,,,
ltrace,ltrace,maven-artifact-transfer,maven-artifact-transfer,maven-jar-plugin,maven-jar-plugin,rubygems,ruby,sgpio,sgpio,,,,,,,,,,,,,,,
lttng-ust,lttng-ust,maven-artifact-transfer-javadoc,maven-artifact-transfer,maven-jar-plugin-javadoc,maven-jar-plugin,rubygems-devel,ruby,shadow,shadow,,,,,,,,,,,,,,,
lua,lua,maven-assembly-plugin,maven-assembly-plugin,maven-javadoc,maven,runc,runc,shared-mime-info,shared-mime-info,,,,,,,,,,,,,,,
lua-guestfs,libguestfs,maven-assembly-plugin-javadoc,maven-assembly-plugin,maven-lib,maven,rust,rust,sharutils,sharutils,,,,,,,,,,,,,,,
lua-libs,lua,maven-cal10n-plugin,cal10n,maven-local,javapackages-tools,rust-analysis,rust,shim,shim,,,,,,,,,,,,,,,
lucene,lucene++,maven-clean-plugin,maven-clean-plugin,maven-model,maven2,rust-debugger-common,rust,si-units,si-units,,,,,,,,,,,,,,,
lucene++,lucene,maven-clean-plugin-javadoc,maven-clean-plugin,maven-monitor,maven2,rust-doc,rust,si-units-javadoc,si-units,,,,,,,,,,,,,,,
lucene-analysis,lucene,maven-common-artifact-filters,maven-common-artifact-filters,maven-parent,maven-parent,rust-gdb,rust,sil-padauk-fonts,sil-padauk-fonts,,,,,,,,,,,,,,,
lucene-analyzers-smartcn,lucene,maven-common-artifact-filters-javadoc,maven-common-artifact-filters,maven-plugin-annotations,maven-plugin-tools,rust-lldb,rust,sisu-inject,sisu,,,,,,,,,,,,,,,
lucene-backward-codecs,lucene,maven-compiler-plugin,maven-compiler-plugin,maven-plugin-build-helper,maven-plugin-build-helper,rust-src,rust,sisu-plexus,sisu,,,,,,,,,,,,,,,
lucene-classification,lucene,maven-compiler-plugin-javadoc,maven-compiler-plugin,maven-plugin-build-helper-javadoc,maven-plugin-build-helper,rust-std-static,rust,skopeo,skopeo,,,,,,,,,,,,,,,
lucene-codecs,lucene,maven-dependency-analyzer,maven-dependency-analyzer,maven-plugin-bundle,maven-plugin-bundle,rust-toolset,rust-toolset,skopeo-tests,skopeo,,,,,,,,,,,,,,,
lucene-grouping,lucene,maven-dependency-analyzer-javadoc,maven-dependency-analyzer,maven-plugin-bundle-javadoc,maven-plugin-bundle,rustfmt,rust,slang,slang,,,,,,,,,,,,,,,
lucene-highlighter,lucene,maven-dependency-plugin,maven-dependency-plugin,maven-plugin-descriptor,maven2,samba,samba,slapi-nis,slapi-nis,,,,,,,,,,,,,,,
lucene-javadoc,lucene,maven-dependency-plugin-javadoc,maven-dependency-plugin,maven-plugin-plugin,maven-plugin-tools,samba-client,samba,sleuthkit,sleuthkit,,,,,,,,,,,,,,,
lucene-join,lucene,maven-dependency-tree,maven-dependency-tree,maven-plugin-registry,maven2,samba-common,samba,slf4j,slf4j,,,,,,,,,,,,,,,
lucene-memory,lucene,maven-dependency-tree-javadoc,maven-dependency-tree,maven-plugin-testing,maven-plugin-testing,samba-common-tools,samba,slf4j-jdk14,slf4j,,,,,,,,,,,,,,,
lucene-misc,lucene,maven-doxia,maven-doxia,maven-plugin-testing-harness,maven-plugin-testing,samba-help,samba,slirp4netns,slirp4netns,,,,,,,,,,,,,,,
lucene-monitor,lucene,maven-doxia-core,maven-doxia,maven-plugin-testing-javadoc,maven-plugin-testing,samba-libs,samba,sm3sum,sm3sum,,,,,,,,,,,,,,,
lucene-queries,lucene,maven-doxia-javadoc,maven-doxia,maven-plugin-testing-tools,maven-plugin-testing,samba-winbind,samba,smartmontools,smartmontools,,,,,,,,,,,,,,,
lucene-queryparser,lucene,maven-doxia-logging-api,maven-doxia,maven-plugin-tools,maven-plugin-tools,samba-winbind-clients,samba,smc-tools,smc-tools,,,,,,,,,,,,,,,
lucene-sandbox,lucene,maven-doxia-module-apt,maven-doxia,maven-plugin-tools-annotations,maven-plugin-tools,samba-winbind-modules,samba,snappy,snappy,,,,,,,,,,,,,,,
lucene-suggest,lucene,maven-doxia-module-confluence,maven-doxia,maven-plugin-tools-ant,maven-plugin-tools,sanlock,sanlock,socat,socat,,,,,,,,,,,,,,,
luksmeta,luksmeta,maven-doxia-module-docbook-simple,maven-doxia,maven-plugin-tools-api,maven-plugin-tools,satyr,satyr,softhsm,softhsm,,,,,,,,,,,,,,,
lvm2,lvm2,maven-doxia-module-fml,maven-doxia,maven-plugin-tools-beanshell,maven-plugin-tools,sbc,sbc,softhsm-devel,softhsm,,,,,,,,,,,,,,,
lvm2-dbusd,lvm2,maven-doxia-module-latex,maven-doxia,maven-plugin-tools-generators,maven-plugin-tools,sblim-sfcCommon,sblim-sfcCommon,sos,sos,,,,,,,,,,,,,,,
lvm2-libs,lvm2,maven-doxia-module-rtf,maven-doxia,maven-plugin-tools-java,maven-plugin-tools,sblim-sfcb,sblim-sfcb,sound-theme-freedesktop,sound-theme-freedesktop,,,,,,,,,,,,,,,
lvm2-lockd,lvm2,maven-doxia-module-twiki,maven-doxia,maven-plugin-tools-javadoc,maven-plugin-tools,sblim-sfcc,sblim-sfcc,source-highlight,source-highlight,,,,,,,,,,,,,,,
lxc,lxc,maven-doxia-module-xdoc,maven-doxia,maven-plugin-tools-javadocs,maven-plugin-tools,scala,scala,soxr,soxr,,,,,,,,,,,,,,,
lxc-libs,lxc,maven-doxia-module-xhtml,maven-doxia,maven-plugin-tools-model,maven-plugin-tools,scala-apidoc,scala,speech-dispatcher,speech-dispatcher,,,,,,,,,,,,,,,
lz4,lz4,maven-doxia-modules,maven-doxia,maven-plugins-pom,maven-plugins-pom,scala-swing,scala,speech-dispatcher-espeak-ng,speech-dispatcher,,,,,,,,,,,,,,,
lz4-devel,lz4,maven-doxia-sink-api,maven-doxia,maven-profile,maven2,scap-security-guide,scap-security-guide,speex,speex,,,,,,,,,,,,,,,
lz4-libs,lz4,maven-doxia-sitetools,maven-doxia-sitetools,maven-project,maven2,scap-security-guide-help,scap-security-guide,speexdsp,speexdsp,,,,,,,,,,,,,,,
lzo,lzo,maven-doxia-sitetools-javadoc,maven-doxia-sitetools,maven-remote-resources-plugin,maven-remote-resources-plugin,scap-workbench,scap-workbench,spice-gtk,spice-gtk,,,,,,,,,,,,,,,
lzo-devel,lzo,maven-doxia-test-docs,maven-doxia,maven-remote-resources-plugin-javadoc,maven-remote-resources-plugin,scrub,scrub,spice-gtk-devel,spice-gtk,,,,,,,,,,,,,,,
lzo-minilzo,lzo,maven-doxia-tests,maven-doxia,maven-reporting-api,maven-reporting-api,scst,scst,spice-protocol,spice-protocol,,,,,,,,,,,,,,,
lzop,lzop,maven-enforcer,maven-enforcer,maven-reporting-api-javadoc,maven-reporting-api,scstadmin,scstadmin,spice-server,spice,,,,,,,,,,,,,,,
m17n-db,m17n-db,maven-enforcer-api,maven-enforcer,maven-reporting-impl,maven-reporting-impl,secGear,secGear,spice-vdagent,spice-vdagent,,,,,,,,,,,,,,,
m17n-lib,m17n-lib,maven-enforcer-javadoc,maven-enforcer,maven-reporting-impl-javadoc,maven-reporting-impl,secpaver,secpaver,sqlite,sqlite,,,,,,,,,,,,,,,
m4,m4,maven-enforcer-plugin,maven-enforcer,maven-resolver,maven-resolver,secpaver-selinux,secpaver,sqlite-devel,sqlite,,,,,,,,,,,,,,,
mailcap,mailcap,maven-enforcer-rules,maven-enforcer,maven-resolver-api,maven-resolver,security-tool,security-tool,squashfs-tools,squashfs-tools,,,,,,,,,,,,,,,
mailx,mailx,maven-failsafe-plugin,maven-surefire,maven-resolver-connector-basic,maven-resolver,sed,sed,srt-libs,srt,,,,,,,,,,,,,,,
make,make,maven-file-management,maven-file-management,maven-resolver-impl,maven-resolver,selinux-policy,selinux-policy,ssar,ssar,,,,,,,,,,,,,,,
make-devel,make,maven-file-management-javadoc,maven-file-management,maven-resolver-javadoc,maven-resolver,selinux-policy-devel,selinux-policy,sscg,sscg,,,,,,,,,,,,,,,
mallard-rng,mallard-rng,maven-filtering,maven-filtering,maven-resolver-spi,maven-resolver,selinux-policy-minimum,selinux-policy,sshpass,sshpass,,,,,,,,,,,,,,,
man-db,man-db,maven-filtering-javadoc,maven-filtering,maven-resolver-test-util,maven-resolver,selinux-policy-mls,selinux-policy,sssd,sssd,,,,,,,,,,,,,,,
man-db-cron,man-db,maven-hawtjni-plugin,hawtjni,maven-resolver-transport-classpath,maven-resolver,selinux-policy-targeted,selinux-policy,star,star,,,,,,,,,,,,,,,
man-pages,man-pages,maven-install-plugin,maven-install-plugin,maven-resolver-transport-file,maven-resolver,sendmail,sendmail,startdde,startdde,,,,,,,,,,,,,,,
mariadb-connector-c,mariadb-connector-c,maven-install-plugin-javadoc,maven-install-plugin,maven-resolver-transport-http,maven-resolver,setroubleshoot-plugins,setroubleshoot-plugins,startup-notification,startup-notification,,,,,,,,,,,,,,,
mariadb-connector-c-config,mariadb-connector-c,maven-invoker,maven-invoker,maven-resolver-transport-wagon,maven-resolver,setroubleshoot-server,setroubleshoot,stax-ex,stax-ex,,,,,,,,,,,,,,,
mariadb-connector-c-devel,mariadb-connector-c,maven-invoker-javadoc,maven-invoker,maven-resolver-util,maven-resolver,setserial,setserial,strace,strace,,,,,,,,,,,,,,,
matchbox-window-manager,matchbox-window-manager,maven-invoker-plugin,maven-invoker-plugin,maven-resources-plugin,maven-resources-plugin,setup,setup,stratovirt,stratovirt,,,,,,,,,,,,,,,
maven,maven,maven-invoker-plugin-javadoc,maven-invoker-plugin,maven-resources-plugin-javadoc,maven-resources-plugin,sg3_utils,sg3_utils,subscription-manager,subscription-manager,,,,,,,,,,,,,,,
maven-antrun-plugin,maven-antrun-plugin,maven-jar-plugin,maven-jar-plugin,maven-script,maven-plugin-tools,sgml-common,sgml-common,subscription-manager-rhsm-certificates,subscription-manager,,,,,,,,,,,,,,,
maven-antrun-plugin-javadoc,maven-antrun-plugin,maven-jar-plugin-javadoc,maven-jar-plugin,maven-script-ant,maven-plugin-tools,sgpio,sgpio,subunit,subunit,,,,,,,,,,,,,,,
maven-archiver,maven-archiver,maven-javadoc,maven,maven-script-beanshell,maven-plugin-tools,sgx-aesm-service,linux-sgx,subunit-devel,subunit,,,,,,,,,,,,,,,
maven-archiver-javadoc,maven-archiver,maven-lib,maven,maven-script-interpreter,maven-script-interpreter,sgxsdk,linux-sgx,subversion,subversion,,,,,,,,,,,,,,,
maven-artifact,maven2,maven-local,javapackages-tools,maven-script-interpreter-javadoc,maven-script-interpreter,shadow,shadow,subversion-devel,subversion,,,,,,,,,,,,,,,
maven-artifact-manager,maven2,maven-model,maven2,maven-settings,maven2,shared-mime-info,shared-mime-info,subversion-gnome,subversion,,,,,,,,,,,,,,,
maven-artifact-resolver,maven-artifact-resolver,maven-monitor,maven2,maven-shade-plugin,maven-shade-plugin,sharutils,sharutils,subversion-javahl,subversion,,,,,,,,,,,,,,,
maven-artifact-resolver-javadoc,maven-artifact-resolver,maven-parent,maven-parent,maven-shade-plugin-javadoc,maven-shade-plugin,shim,shim,subversion-libs,subversion,,,,,,,,,,,,,,,
maven-artifact-transfer,maven-artifact-transfer,maven-plugin-annotations,maven-plugin-tools,maven-shared,maven-shared,si-units,si-units,subversion-perl,subversion,,,,,,,,,,,,,,,
maven-artifact-transfer-javadoc,maven-artifact-transfer,maven-plugin-build-helper,maven-plugin-build-helper,maven-shared-incremental,maven-shared-incremental,si-units-javadoc,si-units,subversion-tools,subversion,,,,,,,,,,,,,,,
maven-assembly-plugin,maven-assembly-plugin,maven-plugin-build-helper-javadoc,maven-plugin-build-helper,maven-shared-incremental-javadoc,maven-shared-incremental,sil-padauk-fonts,sil-padauk-fonts,sudo,sudo,,,,,,,,,,,,,,,
maven-assembly-plugin-javadoc,maven-assembly-plugin,maven-plugin-bundle,maven-plugin-bundle,maven-shared-io,maven-shared-io,sisu-inject,sisu,suitesparse,suitesparse,,,,,,,,,,,,,,,
maven-cal10n-plugin,cal10n,maven-plugin-bundle-javadoc,maven-plugin-bundle,maven-shared-io-javadoc,maven-shared-io,sisu-plexus,sisu,sunpinyin,sunpinyin,,,,,,,,,,,,,,,
maven-clean-plugin,maven-clean-plugin,maven-plugin-descriptor,maven2,maven-shared-utils,maven-shared-utils,skopeo,skopeo,sunpinyin-data,sunpinyin,,,,,,,,,,,,,,,
maven-clean-plugin-javadoc,maven-clean-plugin,maven-plugin-plugin,maven-plugin-tools,maven-shared-utils-javadoc,maven-shared-utils,skopeo-tests,skopeo,supermin,supermin,,,,,,,,,,,,,,,
maven-common-artifact-filters,maven-common-artifact-filters,maven-plugin-registry,maven2,maven-source-plugin,maven-source-plugin,slang,slang,swig,swig,,,,,,,,,,,,,,,
maven-common-artifact-filters-javadoc,maven-common-artifact-filters,maven-plugin-testing,maven-plugin-testing,maven-source-plugin-javadoc,maven-source-plugin,slapi-nis,slapi-nis,swig-doc,swig,,,,,,,,,,,,,,,
maven-compiler-plugin,maven-compiler-plugin,maven-plugin-testing-harness,maven-plugin-testing,maven-surefire,maven-surefire,sleuthkit,sleuthkit,swig-gdb,swig,,,,,,,,,,,,,,,
maven-compiler-plugin-javadoc,maven-compiler-plugin,maven-plugin-testing-javadoc,maven-plugin-testing,maven-surefire-javadoc,maven-surefire,slf4j,slf4j,symlinks,symlinks,,,,,,,,,,,,,,,
maven-dependency-analyzer,maven-dependency-analyzer,maven-plugin-testing-tools,maven-plugin-testing,maven-surefire-plugin,maven-surefire,slf4j-jdk14,slf4j,sysak,sysak,,,,,,,,,,,,,,,
maven-dependency-analyzer-javadoc,maven-dependency-analyzer,maven-plugin-tools,maven-plugin-tools,maven-surefire-provider-junit,maven-surefire,slirp4netns,slirp4netns,sysfsutils,sysfsutils,,,,,,,,,,,,,,,
maven-dependency-plugin,maven-dependency-plugin,maven-plugin-tools-annotations,maven-plugin-tools,maven-surefire-provider-testng,maven-surefire,sm3sum,sm3sum,sysstat,sysstat,,,,,,,,,,,,,,,
maven-dependency-plugin-javadoc,maven-dependency-plugin,maven-plugin-tools-ant,maven-plugin-tools,maven-surefire-report-parser,maven-surefire,smartmontools,smartmontools,systemd,systemd,,,,,,,,,,,,,,,
maven-dependency-tree,maven-dependency-tree,maven-plugin-tools-api,maven-plugin-tools,maven-surefire-report-plugin,maven-surefire,smc-tools,smc-tools,systemd-container,systemd,,,,,,,,,,,,,,,
maven-dependency-tree-javadoc,maven-dependency-tree,maven-plugin-tools-beanshell,maven-plugin-tools,maven-test-tools,maven-plugin-testing,snappy,snappy,systemd-devel,systemd,,,,,,,,,,,,,,,
maven-doxia,maven-doxia,maven-plugin-tools-generators,maven-plugin-tools,maven-toolchain,maven2,socat,socat,systemd-help,systemd,,,,,,,,,,,,,,,
maven-doxia-core,maven-doxia,maven-plugin-tools-java,maven-plugin-tools,maven-verifier,maven-verifier,softhsm,softhsm,systemd-libs,systemd,,,,,,,,,,,,,,,
maven-doxia-javadoc,maven-doxia,maven-plugin-tools-javadoc,maven-plugin-tools,maven-verifier-javadoc,maven-verifier,softhsm-devel,softhsm,systemd-udev,systemd,,,,,,,,,,,,,,,
maven-doxia-logging-api,maven-doxia,maven-plugin-tools-javadocs,maven-plugin-tools,maven-wagon,maven-wagon,sos,sos,systemtap,systemtap,,,,,,,,,,,,,,,
maven-doxia-module-apt,maven-doxia,maven-plugin-tools-model,maven-plugin-tools,maven-wagon-file,maven-wagon,sound-theme-freedesktop,sound-theme-freedesktop,systemtap-client,systemtap,,,,,,,,,,,,,,,
maven-doxia-module-confluence,maven-doxia,maven-plugins-pom,maven-plugins-pom,maven-wagon-ftp,maven-wagon,source-highlight,source-highlight,systemtap-devel,systemtap,,,,,,,,,,,,,,,
maven-doxia-module-docbook-simple,maven-doxia,maven-profile,maven2,maven-wagon-http,maven-wagon,soxr,soxr,systemtap-help,systemtap,,,,,,,,,,,,,,,
maven-doxia-module-fml,maven-doxia,maven-project,maven2,maven-wagon-http-lightweight,maven-wagon,speech-dispatcher,speech-dispatcher,systemtap-runtime,systemtap,,,,,,,,,,,,,,,
